id,state,district,village,asset_type,asset_name,asset_holder_name,area_ha,ndvi,ndwi,confidence_score,gps_lat,gps_lon,status,last_survey_date,notes,Jal_Jeevan_Mission,MGNREGA,DAJGUA
1470,Odisha,Rourkela,Rampur,forest,Rampur MGNREGA Forest 1230,Deepak Reddy,3.75,0.777,0.629,0.71,17.3459,80.333673,good,2024-07-19,part of MGNREGA initiative,no,yes,no
1471,Tripura,Dharmanagar,Sukhi,forest,Sukhi MGNREGA Forest 1231,Savita Yadav,4.13,0.597,0.285,0.77,21.922158,85.251699,seasonal,2025-08-20,part of MGNREGA initiative,no,yes,no
1472,Odisha,Rourkela,Bela,tank,Bela DAJGUA Tank 1232,Neha Behera,4.75,0.81,0.407,0.76,22.677949,85.28374,active,2024-08-31,part of DAJGUA initiative,no,no,yes
1473,Madhya Pradesh,Indore,Sukhi,farm,Sukhi MGNREGA Farm 1233,Saurabh Mishra,1.94,0.451,0.592,0.86,21.139985,81.568382,under construction,2024-07-13,part of MGNREGA initiative,no,yes,no
1474,Madhya Pradesh,Bhopal,Rampur,well,Rampur Jal Jeevan Mission Well 1234,Geeta Tiwari,1.26,0.443,0.611,0.98,22.60053,79.594142,under construction,2025-06-22,part of Jal Jeevan Mission initiative,yes,no,no
1475,Tripura,Udaipur,Dharampur,pond,Dharampur DAJGUA Pond 1235,Vikram Das,4.8,0.297,0.371,0.91,25.998532,83.28115,active,2024-04-23,part of DAJGUA initiative,no,no,yes
1476,Odisha,Balasore,Rampur,pipeline,Rampur Jal Jeevan Mission Pipeline 1236,Saurabh Yadav,4.69,0.609,0.37,0.77,19.488033,79.533587,under construction,2024-07-09,part of Jal Jeevan Mission initiative,yes,no,no
1477,Madhya Pradesh,Ujjain,Sukhi,pipeline,Sukhi Jal Jeevan Mission Pipeline 1237,Arun Rao,4.98,0.167,0.409,0.81,25.738974,85.603962,good,2025-07-29,part of Jal Jeevan Mission initiative,yes,no,no
1478,Tripura,Kailashahar,Chandpur,pond,Chandpur DAJGUA Pond 1238,Rohit Rao,1.2,0.114,0.559,0.91,20.358987,79.090183,under construction,2025-08-15,part of DAJGUA initiative,no,no,yes
1479,Odisha,Rourkela,Pahadi,checkdam,Pahadi Jal Jeevan Mission Checkdam 1239,Neha Rao,4.51,0.354,0.164,0.95,19.9144,82.582214,good,2025-02-23,part of Jal Jeevan Mission initiative,yes,no,no
1480,Odisha,Balasore,Chandpur,farm,Chandpur Jal Jeevan Mission Farm 1240,Pooja Verma,0.49,0.685,0.632,0.85,19.245494,85.326776,good,2025-06-11,part of Jal Jeevan Mission initiative,yes,no,no
1481,Odisha,Cuttack,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 1241,Savita Das,2.46,0.807,0.553,0.71,17.15022,81.139449,under construction,2025-08-05,part of Jal Jeevan Mission initiative,yes,no,no
1482,Tripura,Kailashahar,Bela,well,Bela DAJGUA Well 1242,Sunita Das,3.96,0.115,0.215,0.93,17.288061,84.16326,under construction,2024-11-27,part of DAJGUA initiative,no,no,yes
1483,Madhya Pradesh,Satna,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 1243,Arun Behera,4.76,0.324,0.471,0.97,24.429322,84.199616,seasonal,2024-10-22,part of Jal Jeevan Mission initiative,yes,no,no
1484,Madhya Pradesh,Rewa,Kalyanpur,pond,Kalyanpur Jal Jeevan Mission Pond 1244,Rohit Mishra,0.41,0.442,0.632,0.95,17.689826,80.25505,seasonal,2025-02-14,part of Jal Jeevan Mission initiative,yes,no,no
1485,Tripura,Udaipur,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 1245,Rajesh Tiwari,3.51,0.175,0.572,0.9,25.749625,79.75688,under construction,2025-01-28,part of Jal Jeevan Mission initiative,yes,no,no
1486,Madhya Pradesh,Ujjain,Chandpur,pond,Chandpur DAJGUA Pond 1246,Saurabh Behera,3.24,0.325,0.313,0.7,21.512028,78.882306,active,2025-08-21,part of DAJGUA initiative,no,no,yes
1487,Madhya Pradesh,Ujjain,Bela,pond,Bela Jal Jeevan Mission Pond 1247,Lalita Yadav,1.08,0.442,0.574,0.87,18.147949,84.645139,under construction,2024-05-01,part of Jal Jeevan Mission initiative,yes,no,no
1488,Odisha,Cuttack,Kamlapur,well,Kamlapur MGNREGA Well 1248,Lalita Sharma,4.44,0.751,0.016,0.97,19.926952,81.594002,active,2024-08-20,part of MGNREGA initiative,no,yes,no
1489,Tripura,Dharmanagar,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 1249,Geeta Yadav,2.18,0.844,0.798,0.89,24.048693,78.740955,under construction,2024-09-22,part of Jal Jeevan Mission initiative,yes,no,no
1490,Telangana,Warangal,Bela,tank,Bela Jal Jeevan Mission Tank 1250,Arun Rao,1.53,0.769,0.715,0.85,26.996931,79.248448,good,2024-12-25,part of Jal Jeevan Mission initiative,yes,no,no
1491,Telangana,Karimnagar,Sukhi,checkdam,Sukhi DAJGUA Checkdam 1251,Rohit Verma,4.15,0.854,0.604,0.78,21.34813,81.437061,active,2025-01-19,part of DAJGUA initiative,no,no,yes
1492,Telangana,Hyderabad,Chandpur,farm,Chandpur DAJGUA Farm 1252,Kiran Yadav,4.3,0.438,0.307,0.93,22.847279,78.811014,under construction,2024-01-06,part of DAJGUA initiative,no,no,yes
1493,Odisha,Balasore,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 1253,Arun Naidu,3.83,0.101,0.011,0.74,19.583462,81.818532,active,2024-09-10,part of Jal Jeevan Mission initiative,yes,no,no
1494,Telangana,Hyderabad,Bela,well,Bela MGNREGA Well 1254,Geeta Mishra,0.57,0.241,0.457,0.79,21.510031,85.000169,good,2025-02-16,part of MGNREGA initiative,no,yes,no
1495,Tripura,Kailashahar,Dharampur,tank,Dharampur Jal Jeevan Mission Tank 1255,Rajesh Naidu,1.18,0.452,0.292,0.94,18.883025,86.692339,under construction,2025-08-02,part of Jal Jeevan Mission initiative,yes,no,no
1496,Madhya Pradesh,Ujjain,Chandpur,forest,Chandpur MGNREGA Forest 1256,Geeta Mishra,1.64,0.549,0.213,0.94,24.044917,87.731582,under construction,2024-05-22,part of MGNREGA initiative,no,yes,no
1497,Odisha,Cuttack,Rampur,farm,Rampur Jal Jeevan Mission Farm 1257,Sunita Mishra,2.3,0.053,0.729,0.91,18.611271,78.541038,seasonal,2024-12-26,part of Jal Jeevan Mission initiative,yes,no,no
1498,Telangana,Warangal,Gandhinagar,farm,Gandhinagar DAJGUA Farm 1258,Rajesh Mishra,3.33,0.407,0.229,0.76,26.22426,78.121819,active,2025-02-18,part of DAJGUA initiative,no,no,yes
1499,Odisha,Bhubaneswar,Sukhi,well,Sukhi MGNREGA Well 1259,Rohit Verma,0.79,0.778,0.012,0.77,18.139147,82.51043,seasonal,2024-12-02,part of MGNREGA initiative,no,yes,no
1500,Odisha,Bhubaneswar,Chandpur,pond,Chandpur MGNREGA Pond 1260,Rohit Tiwari,1.43,0.833,0.075,0.8,25.277092,83.130799,seasonal,2025-03-14,part of MGNREGA initiative,no,yes,no
1501,Odisha,Sambalpur,Dharampur,checkdam,Dharampur MGNREGA Checkdam 1261,Ajay Tiwari,0.58,0.741,0.321,0.88,17.470296,82.403477,under construction,2024-10-16,part of MGNREGA initiative,no,yes,no
1502,Odisha,Rourkela,Sukhi,farm,Sukhi DAJGUA Farm 1262,Ramesh Singh,0.88,0.159,0.645,0.77,25.429197,85.500434,seasonal,2025-04-17,part of DAJGUA initiative,no,no,yes
1503,Tripura,Agartala,Sukhi,pond,Sukhi DAJGUA Pond 1263,Rajesh Das,4.94,0.435,0.502,0.8,21.878086,85.055273,seasonal,2025-06-10,part of DAJGUA initiative,no,no,yes
1504,Telangana,Nizamabad,Chandpur,pond,Chandpur MGNREGA Pond 1264,Meera Singh,3.25,0.217,0.433,0.81,19.159999,82.251829,seasonal,2024-11-10,part of MGNREGA initiative,no,yes,no
1505,Madhya Pradesh,Jabalpur,Bela,forest,Bela DAJGUA Forest 1265,Anita Singh,3.8,0.166,0.743,0.92,18.881872,79.346326,good,2025-05-28,part of DAJGUA initiative,no,no,yes
1506,Odisha,Bhubaneswar,Dharampur,pipeline,Dharampur DAJGUA Pipeline 1266,Ajay Mishra,0.56,0.525,0.672,0.88,20.780696,82.890621,active,2025-02-12,part of DAJGUA initiative,no,no,yes
1507,Telangana,Warangal,Gandhinagar,tank,Gandhinagar MGNREGA Tank 1267,Geeta Rao,1.26,0.525,0.672,0.92,20.670358,82.96704,under construction,2025-01-23,part of MGNREGA initiative,no,yes,no
1508,Telangana,Nizamabad,Chandpur,tank,Chandpur MGNREGA Tank 1268,Ramesh Tiwari,1.19,0.141,0.113,0.88,26.813825,78.638224,under construction,2025-03-28,part of MGNREGA initiative,no,yes,no
1509,Odisha,Rourkela,Gandhinagar,pipeline,Gandhinagar MGNREGA Pipeline 1269,Anita Tiwari,0.37,0.291,0.751,0.9,22.645213,84.009883,seasonal,2024-11-02,part of MGNREGA initiative,no,yes,no
1510,Tripura,Dharmanagar,Kamlapur,tank,Kamlapur DAJGUA Tank 1270,Mohan Reddy,3.39,0.17,0.496,0.81,18.293242,85.338414,under construction,2025-05-08,part of DAJGUA initiative,no,no,yes
1511,Tripura,Kailashahar,Dharampur,forest,Dharampur MGNREGA Forest 1271,Ajay Patel,4.09,0.825,0.102,0.88,17.329541,83.101625,good,2025-04-15,part of MGNREGA initiative,no,yes,no
1512,Odisha,Cuttack,Chandpur,forest,Chandpur DAJGUA Forest 1272,Pooja Tiwari,4.21,0.647,0.367,0.84,19.581641,82.572264,under construction,2024-07-31,part of DAJGUA initiative,no,no,yes
1513,Telangana,Nizamabad,Kamlapur,forest,Kamlapur MGNREGA Forest 1273,Mohan Naidu,1.03,0.156,0.689,0.74,24.004452,82.280733,seasonal,2024-01-16,part of MGNREGA initiative,no,yes,no
1514,Tripura,Agartala,Pahadi,tank,Pahadi DAJGUA Tank 1274,Rajesh Rao,2.65,0.678,0.253,0.71,19.281049,87.112738,good,2024-01-31,part of DAJGUA initiative,no,no,yes
1515,Tripura,Dharmanagar,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 1275,Rajesh Behera,1.84,0.279,0.145,0.78,18.025798,79.091882,good,2024-02-12,part of Jal Jeevan Mission initiative,yes,no,no
1516,Tripura,Dharmanagar,Chandpur,pond,Chandpur DAJGUA Pond 1276,Pooja Yadav,4.54,0.621,0.463,0.76,20.913726,81.346691,seasonal,2024-08-03,part of DAJGUA initiative,no,no,yes
1517,Madhya Pradesh,Jabalpur,Kamlapur,tank,Kamlapur DAJGUA Tank 1277,Arun Verma,1.81,0.802,0.733,0.81,21.365134,87.446892,active,2024-05-11,part of DAJGUA initiative,no,no,yes
1518,Tripura,Udaipur,Kamlapur,forest,Kamlapur Jal Jeevan Mission Forest 1278,Pooja Behera,0.51,0.685,0.499,0.72,19.325468,83.965535,active,2024-12-15,part of Jal Jeevan Mission initiative,yes,no,no
1519,Telangana,Nizamabad,Sukhi,checkdam,Sukhi DAJGUA Checkdam 1279,Pooja Rao,0.97,0.79,0.188,0.91,26.255671,83.332868,good,2025-01-22,part of DAJGUA initiative,no,no,yes
1520,Tripura,Agartala,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 1280,Saurabh Singh,2.58,0.116,0.166,0.86,18.16283,84.526093,under construction,2024-03-27,part of Jal Jeevan Mission initiative,yes,no,no
1521,Madhya Pradesh,Rewa,Sukhi,farm,Sukhi Jal Jeevan Mission Farm 1281,Saurabh Mishra,1.8,0.477,0.787,0.81,25.086371,79.834455,good,2024-02-07,part of Jal Jeevan Mission initiative,yes,no,no
1522,Madhya Pradesh,Bhopal,Chandpur,pipeline,Chandpur MGNREGA Pipeline 1282,Kiran Mishra,0.79,0.316,0.604,0.8,20.039411,82.529834,seasonal,2024-09-21,part of MGNREGA initiative,no,yes,no
1523,Madhya Pradesh,Rewa,Gandhinagar,tank,Gandhinagar MGNREGA Tank 1283,Sunita Tiwari,3.65,0.107,0.729,0.94,20.6196,83.752468,under construction,2024-07-21,part of MGNREGA initiative,no,yes,no
1524,Telangana,Warangal,Gandhinagar,pipeline,Gandhinagar Jal Jeevan Mission Pipeline 1284,Rohit Verma,2.81,0.661,0.759,0.71,26.124854,80.328878,under construction,2025-05-05,part of Jal Jeevan Mission initiative,yes,no,no
1525,Madhya Pradesh,Satna,Gandhinagar,well,Gandhinagar MGNREGA Well 1285,Mohan Behera,0.41,0.105,0.743,0.83,21.253496,81.158964,active,2024-11-07,part of MGNREGA initiative,no,yes,no
1526,Odisha,Sambalpur,Chandpur,checkdam,Chandpur MGNREGA Checkdam 1286,Kiran Tiwari,1.07,0.522,0.767,0.85,20.496192,80.833865,good,2024-11-27,part of MGNREGA initiative,no,yes,no
1527,Telangana,Warangal,Gandhinagar,well,Gandhinagar Jal Jeevan Mission Well 1287,Sita Reddy,1.47,0.58,0.437,0.89,24.271717,83.586719,active,2024-10-16,part of Jal Jeevan Mission initiative,yes,no,no
1528,Telangana,Karimnagar,Dharampur,forest,Dharampur MGNREGA Forest 1288,Rajesh Tiwari,3.48,0.206,0.069,0.79,22.424747,86.198219,good,2025-05-15,part of MGNREGA initiative,no,yes,no
1529,Telangana,Nizamabad,Dharampur,pipeline,Dharampur DAJGUA Pipeline 1289,Anita Patel,1.84,0.76,0.55,0.81,22.801818,78.786918,seasonal,2025-01-28,part of DAJGUA initiative,no,no,yes
1530,Tripura,Udaipur,Dharampur,pipeline,Dharampur DAJGUA Pipeline 1290,Sunita Naidu,1.43,0.702,0.702,0.86,23.318585,79.783259,under construction,2025-02-06,part of DAJGUA initiative,no,no,yes
1531,Odisha,Sambalpur,Rampur,checkdam,Rampur MGNREGA Checkdam 1291,Sunita Behera,4.61,0.83,0.001,0.9,24.888589,80.28688,good,2024-01-09,part of MGNREGA initiative,no,yes,no
1532,Telangana,Nizamabad,Rampur,tank,Rampur DAJGUA Tank 1292,Rohit Das,4.68,0.115,0.58,0.76,18.567746,83.17181,seasonal,2024-07-08,part of DAJGUA initiative,no,no,yes
1533,Telangana,Warangal,Dharampur,pond,Dharampur DAJGUA Pond 1293,Ajay Naidu,1.04,0.094,0.003,0.83,24.191703,86.589238,under construction,2024-11-17,part of DAJGUA initiative,no,no,yes
1534,Telangana,Warangal,Dharampur,farm,Dharampur DAJGUA Farm 1294,Lalita Mishra,4.8,0.479,0.159,0.95,22.423491,84.700189,good,2025-05-20,part of DAJGUA initiative,no,no,yes
1535,Tripura,Udaipur,Sukhi,forest,Sukhi MGNREGA Forest 1295,Sunita Reddy,1.6,0.085,0.538,0.9,23.28909,84.135094,under construction,2024-09-18,part of MGNREGA initiative,no,yes,no
1536,Tripura,Agartala,Kamlapur,well,Kamlapur MGNREGA Well 1296,Neha Reddy,3.91,0.288,0.791,0.74,19.500214,84.899694,seasonal,2025-01-14,part of MGNREGA initiative,no,yes,no
1537,Madhya Pradesh,Rewa,Bela,well,Bela DAJGUA Well 1297,Arun Das,3.12,0.147,0.244,0.8,24.392359,87.566399,active,2025-03-20,part of DAJGUA initiative,no,no,yes
1538,Madhya Pradesh,Satna,Kalyanpur,tank,Kalyanpur DAJGUA Tank 1298,Rajesh Reddy,0.38,0.206,0.414,0.95,23.18824,82.935595,seasonal,2025-04-18,part of DAJGUA initiative,no,no,yes
1539,Telangana,Karimnagar,Chandpur,checkdam,Chandpur DAJGUA Checkdam 1299,Ramesh Tiwari,0.32,0.664,0.692,0.76,22.251468,83.291006,under construction,2024-06-09,part of DAJGUA initiative,no,no,yes
1540,Telangana,Nizamabad,Chandpur,checkdam,Chandpur MGNREGA Checkdam 1300,Vikram Singh,3.96,0.15,0.323,0.96,20.782342,82.318197,good,2025-05-01,part of MGNREGA initiative,no,yes,no
1541,Odisha,Cuttack,Rampur,tank,Rampur Jal Jeevan Mission Tank 1301,Anita Yadav,2.85,0.547,0.135,0.95,21.801096,78.046027,under construction,2024-03-29,part of Jal Jeevan Mission initiative,yes,no,no
1542,Madhya Pradesh,Ujjain,Kamlapur,forest,Kamlapur MGNREGA Forest 1302,Pooja Tiwari,1.5,0.512,0.759,0.83,25.553157,85.210127,seasonal,2025-02-11,part of MGNREGA initiative,no,yes,no
1543,Telangana,Hyderabad,Gandhinagar,tank,Gandhinagar DAJGUA Tank 1303,Mohan Das,4.43,0.103,0.278,0.81,17.006568,84.679006,active,2025-08-08,part of DAJGUA initiative,no,no,yes
1544,Odisha,Balasore,Chandpur,checkdam,Chandpur DAJGUA Checkdam 1304,Sunita Das,3.95,0.545,0.004,0.79,22.986237,80.242756,under construction,2024-07-29,part of DAJGUA initiative,no,no,yes
1545,Odisha,Rourkela,Kamlapur,farm,Kamlapur Jal Jeevan Mission Farm 1305,Rohit Patel,2.29,0.436,0.508,0.72,26.966145,78.294148,active,2025-02-03,part of Jal Jeevan Mission initiative,yes,no,no
1546,Odisha,Bhubaneswar,Kalyanpur,tank,Kalyanpur Jal Jeevan Mission Tank 1306,Savita Mishra,1.25,0.13,0.048,0.76,19.368069,85.273186,good,2024-08-10,part of Jal Jeevan Mission initiative,yes,no,no
1547,Madhya Pradesh,Satna,Rampur,tank,Rampur DAJGUA Tank 1307,Mohan Yadav,3.93,0.387,0.021,0.86,18.807734,78.94146,under construction,2024-02-08,part of DAJGUA initiative,no,no,yes
1548,Madhya Pradesh,Satna,Rampur,pond,Rampur Jal Jeevan Mission Pond 1308,Sunita Verma,3.07,0.234,0.389,0.77,22.412322,83.16551,good,2024-10-01,part of Jal Jeevan Mission initiative,yes,no,no
1549,Odisha,Rourkela,Rampur,pipeline,Rampur Jal Jeevan Mission Pipeline 1309,Mohan Rao,1.02,0.859,0.762,0.74,17.96166,85.480021,under construction,2025-04-01,part of Jal Jeevan Mission initiative,yes,no,no
1550,Tripura,Dharmanagar,Dharampur,well,Dharampur DAJGUA Well 1310,Ajay Sharma,4.68,0.501,0.656,0.83,17.28798,80.0857,active,2024-08-11,part of DAJGUA initiative,no,no,yes
1551,Madhya Pradesh,Rewa,Chandpur,forest,Chandpur Jal Jeevan Mission Forest 1311,Neha Singh,4.48,0.85,0.315,0.85,17.902571,82.520158,active,2024-03-13,part of Jal Jeevan Mission initiative,yes,no,no
1552,Telangana,Hyderabad,Bela,pond,Bela DAJGUA Pond 1312,Savita Tiwari,3.27,0.45,0.297,0.78,17.613905,85.181082,under construction,2025-06-27,part of DAJGUA initiative,no,no,yes
1553,Telangana,Warangal,Dharampur,farm,Dharampur Jal Jeevan Mission Farm 1313,Sunita Verma,0.38,0.508,0.598,0.94,19.440343,80.693907,under construction,2024-11-11,part of Jal Jeevan Mission initiative,yes,no,no
1554,Odisha,Balasore,Pahadi,well,Pahadi MGNREGA Well 1314,Savita Das,4.44,0.366,0.52,0.88,20.968611,79.221056,good,2025-07-19,part of MGNREGA initiative,no,yes,no
1555,Odisha,Sambalpur,Kalyanpur,forest,Kalyanpur MGNREGA Forest 1315,Rohit Yadav,1.89,0.284,0.168,0.98,24.753836,87.90751,good,2025-01-17,part of MGNREGA initiative,no,yes,no
1556,Tripura,Agartala,Dharampur,forest,Dharampur Jal Jeevan Mission Forest 1316,Rohit Verma,3.8,0.541,0.166,0.81,19.535118,86.201023,active,2024-01-24,part of Jal Jeevan Mission initiative,yes,no,no
1557,Telangana,Karimnagar,Pahadi,pipeline,Pahadi MGNREGA Pipeline 1317,Sunita Patel,1.54,0.866,0.03,0.77,17.161116,86.13909,good,2025-07-11,part of MGNREGA initiative,no,yes,no
1558,Madhya Pradesh,Rewa,Chandpur,forest,Chandpur DAJGUA Forest 1318,Neha Naidu,3.51,0.584,0.401,0.71,25.404316,81.109058,active,2024-08-23,part of DAJGUA initiative,no,no,yes
1559,Tripura,Udaipur,Sukhi,well,Sukhi Jal Jeevan Mission Well 1319,Savita Mishra,3.26,0.33,0.486,0.83,25.293595,83.561104,good,2025-05-17,part of Jal Jeevan Mission initiative,yes,no,no
1560,Madhya Pradesh,Ujjain,Chandpur,well,Chandpur MGNREGA Well 1320,Sita Verma,1.66,0.26,0.25,0.76,23.205372,83.005278,under construction,2024-08-03,part of MGNREGA initiative,no,yes,no
1561,Tripura,Udaipur,Kamlapur,forest,Kamlapur Jal Jeevan Mission Forest 1321,Arun Tiwari,4.07,0.11,0.15,0.83,26.332044,79.69628,active,2024-05-23,part of Jal Jeevan Mission initiative,yes,no,no
1562,Madhya Pradesh,Ujjain,Pahadi,tank,Pahadi DAJGUA Tank 1322,Arun Verma,3.2,0.652,0.122,0.78,17.101512,81.494367,active,2024-12-03,part of DAJGUA initiative,no,no,yes
1563,Madhya Pradesh,Jabalpur,Rampur,well,Rampur DAJGUA Well 1323,Arun Naidu,2.8,0.697,0.758,0.77,18.737059,84.761522,seasonal,2025-05-28,part of DAJGUA initiative,no,no,yes
1564,Odisha,Sambalpur,Kalyanpur,checkdam,Kalyanpur MGNREGA Checkdam 1324,Anita Das,1.96,0.271,0.044,0.82,17.762074,85.40248,under construction,2025-07-25,part of MGNREGA initiative,no,yes,no
1565,Telangana,Hyderabad,Pahadi,well,Pahadi DAJGUA Well 1325,Rajesh Rao,2.27,0.314,0.54,0.89,19.583229,78.997705,under construction,2024-06-18,part of DAJGUA initiative,no,no,yes
1566,Telangana,Nizamabad,Pahadi,pipeline,Pahadi DAJGUA Pipeline 1326,Meera Singh,2.45,0.367,0.222,0.95,20.211646,87.481955,seasonal,2024-11-17,part of DAJGUA initiative,no,no,yes
1567,Telangana,Warangal,Chandpur,pond,Chandpur DAJGUA Pond 1327,Deepak Naidu,4.63,0.304,0.437,0.9,18.112545,81.40114,good,2025-04-27,part of DAJGUA initiative,no,no,yes
1568,Tripura,Agartala,Kalyanpur,pond,Kalyanpur Jal Jeevan Mission Pond 1328,Sita Rao,0.35,0.099,0.38,0.96,17.485649,80.718099,under construction,2024-06-01,part of Jal Jeevan Mission initiative,yes,no,no
1569,Odisha,Cuttack,Sukhi,pond,Sukhi MGNREGA Pond 1329,Pooja Yadav,1.31,0.38,0.214,0.96,24.43988,87.782504,under construction,2024-01-29,part of MGNREGA initiative,no,yes,no
1570,Telangana,Karimnagar,Gandhinagar,checkdam,Gandhinagar DAJGUA Checkdam 1330,Deepak Yadav,3.91,0.237,0.704,0.97,19.770981,82.258203,active,2024-07-30,part of DAJGUA initiative,no,no,yes
1571,Odisha,Bhubaneswar,Bela,tank,Bela DAJGUA Tank 1331,Manoj Singh,1.74,0.211,0.076,0.73,25.846977,78.109764,good,2024-05-08,part of DAJGUA initiative,no,no,yes
1572,Tripura,Kailashahar,Rampur,tank,Rampur Jal Jeevan Mission Tank 1332,Sita Verma,4.71,0.82,0.673,0.97,24.392882,79.759658,seasonal,2025-06-24,part of Jal Jeevan Mission initiative,yes,no,no
1573,Telangana,Nizamabad,Bela,pond,Bela Jal Jeevan Mission Pond 1333,Rajesh Singh,4.18,0.443,0.596,0.79,21.271398,80.294147,seasonal,2024-07-04,part of Jal Jeevan Mission initiative,yes,no,no
1574,Odisha,Sambalpur,Sukhi,tank,Sukhi MGNREGA Tank 1334,Sunita Naidu,4.4,0.739,0.716,0.87,21.643673,87.41187,seasonal,2025-05-25,part of MGNREGA initiative,no,yes,no
1575,Madhya Pradesh,Jabalpur,Gandhinagar,well,Gandhinagar DAJGUA Well 1335,Vikram Verma,0.54,0.874,0.01,0.8,17.053411,86.485903,active,2024-09-26,part of DAJGUA initiative,no,no,yes
1576,Telangana,Hyderabad,Gandhinagar,checkdam,Gandhinagar Jal Jeevan Mission Checkdam 1336,Arun Yadav,2.27,0.316,0.122,0.75,18.800082,81.326142,active,2025-07-03,part of Jal Jeevan Mission initiative,yes,no,no
1577,Madhya Pradesh,Satna,Gandhinagar,forest,Gandhinagar MGNREGA Forest 1337,Mohan Verma,0.84,0.525,0.124,0.72,17.214717,83.707894,active,2024-01-29,part of MGNREGA initiative,no,yes,no
1578,Madhya Pradesh,Bhopal,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 1338,Pooja Yadav,0.76,0.773,0.128,0.93,19.583139,86.848576,seasonal,2025-04-24,part of Jal Jeevan Mission initiative,yes,no,no
1579,Madhya Pradesh,Satna,Bela,pipeline,Bela Jal Jeevan Mission Pipeline 1339,Manoj Sharma,1.63,0.654,0.099,0.77,23.470772,87.158671,under construction,2025-07-10,part of Jal Jeevan Mission initiative,yes,no,no
1580,Madhya Pradesh,Bhopal,Rampur,forest,Rampur DAJGUA Forest 1340,Neha Mishra,3.89,0.536,0.335,0.94,23.136296,85.951566,good,2025-03-09,part of DAJGUA initiative,no,no,yes
1581,Madhya Pradesh,Indore,Kalyanpur,tank,Kalyanpur MGNREGA Tank 1341,Sunita Naidu,0.99,0.078,0.235,0.7,22.45283,83.137446,active,2025-04-04,part of MGNREGA initiative,no,yes,no
1582,Tripura,Kailashahar,Sukhi,pipeline,Sukhi Jal Jeevan Mission Pipeline 1342,Savita Patel,2.11,0.081,0.69,0.81,25.694521,79.706542,seasonal,2024-08-23,part of Jal Jeevan Mission initiative,yes,no,no
1583,Tripura,Agartala,Bela,pond,Bela MGNREGA Pond 1343,Sita Yadav,3.78,0.536,0.211,0.93,22.203691,82.945086,under construction,2024-02-25,part of MGNREGA initiative,no,yes,no
1584,Odisha,Balasore,Rampur,checkdam,Rampur DAJGUA Checkdam 1344,Meera Rao,3.23,0.251,0.101,0.97,22.420869,81.94845,good,2025-03-15,part of DAJGUA initiative,no,no,yes
1585,Tripura,Udaipur,Kalyanpur,forest,Kalyanpur DAJGUA Forest 1345,Meera Naidu,1.65,0.384,0.474,0.96,20.469575,86.86183,seasonal,2025-06-12,part of DAJGUA initiative,no,no,yes
1586,Odisha,Rourkela,Sukhi,forest,Sukhi MGNREGA Forest 1346,Mohan Verma,4.69,0.48,0.312,0.85,19.63438,80.00206,good,2024-05-02,part of MGNREGA initiative,no,yes,no
